,Player,Pos,Age,Tm,G,GS,MP,PTS,TS%,FTM,FTA,FT%,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,OREB,OREB%,DREB,DREB%,TREB,TREB%,AST,AST%,STL,STL%,BLK,BLK%,TOV,TOV%,USG%,OFFWS,DEFWS,WS,WS/48,BPM,VORP,eFG%,PF
347,Blake Griffin\griffbl01,PF,28,DET,25,58,831,1242,0.531,259,330,0.785,436,996,0.43799999999999994,111,322,0.345,325,674,0.48200000000000004,73,3.5,355,18.9,428,11.0,334,31.5,41,0.7,18,1.0,165,12.4,28.4,1.1,0.8,1.9,0.113,2.3,0.9,0.493,139
348,Blake Griffin\griffbl01,PF,28,DET,25,33,831,746,0.531,172,219,0.785,255,578,0.441,64,187,0.342,191,391,0.488,46,3.5,216,18.9,262,11.0,179,31.5,30,0.7,9,1.0,99,12.4,28.4,1.1,0.8,1.9,0.113,2.3,0.9,0.49700000000000005,78
349,Blake Griffin\griffbl01,PF,28,DET,25,25,831,496,0.531,87,111,0.784,181,418,0.433,47,135,0.348,134,283,0.473,27,3.5,139,18.9,166,11.0,155,31.5,11,0.7,9,1.0,66,12.4,28.4,1.1,0.8,1.9,0.113,2.3,0.9,0.489,61
350,Daniel Hamilton\hamilda02,SG,22,OKC,6,0,28,12,0.545,0,0,,5,11,0.455,2,5,0.4,3,6,0.5,0,0.0,5,20.5,5,9.9,8,44.2,1,1.8,0,0.0,2,15.4,19.9,0.1,0.0,0.1,0.16899999999999998,-1.6,0.0,0.545,2
351,Tim Hardaway\hardati02,SG,25,NYK,57,54,1885,996,0.5329999999999999,146,179,0.816,360,856,0.42100000000000004,130,410,0.317,230,446,0.516,32,1.9,192,11.3,224,6.6,155,12.7,62,1.6,10,0.5,92,9.0,23.8,1.6,1.1,2.6,0.067,-0.1,0.9,0.496,123
352,James Harden\hardeja01,SG,28,HOU,72,72,2551,2191,0.619,624,727,0.858,651,1449,0.449,265,722,0.36700000000000005,386,727,0.531,41,1.8,348,15.2,389,8.6,630,45.1,126,2.4,50,1.7,315,15.1,36.1,11.6,3.8,15.4,0.289,10.9,8.3,0.541,169
353,Maurice Harkless\harklma01,SF,24,POR,59,36,1264,385,0.596,42,59,0.7120000000000001,147,297,0.495,49,118,0.415,98,179,0.547,46,4.0,116,9.9,162,7.0,53,6.0,48,1.9,43,2.8,40,11.0,12.6,1.6,1.7,3.2,0.12300000000000001,1.8,1.2,0.5770000000000001,103
354,Montrezl Harrell\harremo01,C,24,LAC,76,3,1293,836,0.647,139,222,0.626,348,548,0.635,1,7,0.14300000000000002,347,541,0.6409999999999999,103,8.9,203,17.0,306,13.0,74,10.1,36,1.4,52,3.4,68,9.5,23.8,4.3,1.3,5.5,0.205,2.4,1.5,0.636,143
355,Devin Harris\harride01,PG,34,TOT,71,1,1340,595,0.563,142,170,0.835,187,454,0.41200000000000003,79,227,0.348,108,227,0.47600000000000003,12,1.0,115,9.8,127,5.3,152,16.9,47,1.8,12,0.8,76,12.6,20.2,1.6,0.9,2.5,0.09,-2.0,0.0,0.499,158
356,Devin Harris\harride01,PG,34,TOT,71,1,1340,373,0.563,93,112,0.83,118,284,0.415,44,125,0.35200000000000004,74,159,0.465,9,1.0,76,9.8,85,5.3,85,16.9,33,1.8,8,0.8,49,12.6,20.2,1.6,0.9,2.5,0.09,-2.0,0.0,0.493,103
357,Devin Harris\harride01,PG,34,TOT,71,0,1340,222,0.563,49,58,0.845,69,170,0.406,35,102,0.34299999999999997,34,68,0.5,3,1.0,39,9.8,42,5.3,67,16.9,14,1.8,4,0.8,27,12.6,20.2,1.6,0.9,2.5,0.09,-2.0,0.0,0.509,55
358,Devin Harris\harride01,PG,34,DAL,44,1,807,595,0.56,142,170,0.835,187,454,0.41200000000000003,79,227,0.348,108,227,0.47600000000000003,12,1.2,115,10.8,127,5.8,152,16.4,47,2.1,12,0.9,76,12.8,21.5,0.7,0.7,1.4,0.085,-1.4,0.1,0.499,158
359,Devin Harris\harride01,PG,34,DAL,44,1,807,373,0.56,93,112,0.83,118,284,0.415,44,125,0.35200000000000004,74,159,0.465,9,1.2,76,10.8,85,5.8,85,16.4,33,2.1,8,0.9,49,12.8,21.5,0.7,0.7,1.4,0.085,-1.4,0.1,0.493,103
360,Devin Harris\harride01,PG,34,DAL,44,0,807,222,0.56,49,58,0.845,69,170,0.406,35,102,0.34299999999999997,34,68,0.5,3,1.2,39,10.8,42,5.8,67,16.4,14,2.1,4,0.9,27,12.8,21.5,0.7,0.7,1.4,0.085,-1.4,0.1,0.509,55
361,Devin Harris\harride01,PG,34,DEN,27,1,533,595,0.568,142,170,0.835,187,454,0.41200000000000003,79,227,0.348,108,227,0.47600000000000003,12,0.6,115,8.2,127,4.4,152,17.7,47,1.3,12,0.6,76,12.1,18.2,0.9,0.2,1.1,0.096,-2.8,-0.1,0.499,158
362,Devin Harris\harride01,PG,34,DEN,27,1,533,373,0.568,93,112,0.83,118,284,0.415,44,125,0.35200000000000004,74,159,0.465,9,0.6,76,8.2,85,4.4,85,17.7,33,1.3,8,0.6,49,12.1,18.2,0.9,0.2,1.1,0.096,-2.8,-0.1,0.493,103
363,Devin Harris\harride01,PG,34,DEN,27,0,533,222,0.568,49,58,0.845,69,170,0.406,35,102,0.34299999999999997,34,68,0.5,3,0.6,39,8.2,42,4.4,67,17.7,14,1.3,4,0.6,27,12.1,18.2,0.9,0.2,1.1,0.096,-2.8,-0.1,0.509,55
364,Gary Harris\harriga01,SG,23,DEN,67,65,2304,1170,0.597,134,162,0.8270000000000001,440,908,0.485,156,394,0.396,284,514,0.5529999999999999,37,1.8,139,6.8,176,4.3,194,13.0,122,2.6,15,0.5,119,10.8,20.7,3.9,1.5,5.5,0.114,0.9,1.7,0.57,119
365,Joe Harris\harrijo01,SG,26,BRK,78,14,1975,846,0.634,86,104,0.8270000000000001,305,621,0.491,150,358,0.419,155,263,0.589,51,2.7,209,11.3,260,7.0,128,10.2,35,0.9,20,0.8,91,12.0,16.6,3.0,0.9,4.0,0.09699999999999999,0.1,1.1,0.612,153
366,Tobias Harris\harrito02,PF,25,TOT,80,80,2668,1486,0.565,179,216,0.8290000000000001,562,1221,0.46,183,445,0.41100000000000003,379,776,0.488,58,2.4,379,15.7,437,9.0,192,11.8,71,1.3,35,1.1,105,7.4,23.3,4.2,2.5,6.7,0.12,0.7,1.8,0.535,164
367,Tobias Harris\harrito02,PF,25,TOT,80,48,2668,868,0.565,115,136,0.846,320,709,0.451,113,276,0.409,207,433,0.478,36,2.4,208,15.7,244,9.0,94,11.8,34,1.3,15,1.1,51,7.4,23.3,4.2,2.5,6.7,0.12,0.7,1.8,0.531,91
368,Tobias Harris\harrito02,PF,25,TOT,80,32,2668,618,0.565,64,80,0.8,242,512,0.473,70,169,0.414,172,343,0.501,22,2.4,171,15.7,193,9.0,98,11.8,37,1.3,20,1.1,54,7.4,23.3,4.2,2.5,6.7,0.12,0.7,1.8,0.541,73
369,Tobias Harris\harrito02,PF,25,DET,48,80,1563,1486,0.564,179,216,0.8290000000000001,562,1221,0.46,183,445,0.41100000000000003,379,776,0.488,58,2.5,379,15.0,437,8.6,192,9.9,71,1.1,35,0.9,105,6.2,23.2,2.6,1.5,4.1,0.125,0.2,0.9,0.535,164
370,Tobias Harris\harrito02,PF,25,DET,48,48,1563,868,0.564,115,136,0.846,320,709,0.451,113,276,0.409,207,433,0.478,36,2.5,208,15.0,244,8.6,94,9.9,34,1.1,15,0.9,51,6.2,23.2,2.6,1.5,4.1,0.125,0.2,0.9,0.531,91
371,Tobias Harris\harrito02,PF,25,DET,48,32,1563,618,0.564,64,80,0.8,242,512,0.473,70,169,0.414,172,343,0.501,22,2.5,171,15.0,193,8.6,98,9.9,37,1.1,20,0.9,54,6.2,23.2,2.6,1.5,4.1,0.125,0.2,0.9,0.541,73
372,Tobias Harris\harrito02,PF,25,LAC,32,80,1105,1486,0.565,179,216,0.8290000000000001,562,1221,0.46,183,445,0.41100000000000003,379,776,0.488,58,2.2,379,16.8,437,9.6,192,14.3,71,1.6,35,1.5,105,9.0,23.5,1.6,1.0,2.6,0.11199999999999999,1.5,1.0,0.535,164
373,Tobias Harris\harrito02,PF,25,LAC,32,48,1105,868,0.565,115,136,0.846,320,709,0.451,113,276,0.409,207,433,0.478,36,2.2,208,16.8,244,9.6,94,14.3,34,1.6,15,1.5,51,9.0,23.5,1.6,1.0,2.6,0.11199999999999999,1.5,1.0,0.531,91
374,Tobias Harris\harrito02,PF,25,LAC,32,32,1105,618,0.565,64,80,0.8,242,512,0.473,70,169,0.414,172,343,0.501,22,2.2,171,16.8,193,9.6,98,14.3,37,1.6,20,1.5,54,9.0,23.5,1.6,1.0,2.6,0.11199999999999999,1.5,1.0,0.541,73
375,Aaron Harrison\harriaa01,SG,23,DAL,9,3,233,60,0.392,13,17,0.765,19,69,0.275,9,43,0.209,10,26,0.385,4,1.8,20,9.9,24,5.7,11,6.7,9,1.9,2,0.8,3,3.8,15.5,-0.3,0.2,-0.1,-0.013999999999999999,-4.1,-0.1,0.341,27
376,Andrew Harrison\harrian01,PG,23,MEM,56,46,1326,533,0.534,124,159,0.78,181,429,0.42200000000000004,47,142,0.331,134,287,0.467,23,2.0,108,9.7,131,5.7,177,21.3,38,1.4,26,1.8,81,14.0,19.6,1.0,0.7,1.7,0.062,-2.5,-0.2,0.47700000000000004,138
377,Shaquille Harrison\harrish01,PG,24,PHO,23,2,384,152,0.54,28,38,0.737,59,124,0.47600000000000003,6,26,0.231,53,98,0.541,9,2.5,52,14.7,61,8.5,55,22.2,26,3.2,7,1.5,22,13.5,18.0,0.4,0.4,0.8,0.094,0.2,0.2,0.5,42
378,Josh Hart\hartjo01,SG,22,LAL,63,23,1461,496,0.596,66,94,0.7020000000000001,176,375,0.469,78,197,0.396,98,178,0.551,42,3.1,221,16.0,263,9.6,80,7.6,47,1.5,16,0.9,47,10.1,13.5,1.9,1.5,3.4,0.111,-0.1,0.7,0.573,107
379,Udonis Haslem\hasleud01,C,37,MIA,14,0,72,8,0.252,1,2,0.5,3,15,0.2,1,8,0.125,2,7,0.28600000000000003,3,4.7,7,10.9,10,7.8,5,9.2,0,0.0,2,2.4,2,11.2,11.1,-0.1,0.1,-0.1,-0.059000000000000004,-7.5,-0.1,0.233,3
380,Nigel Hayes\hayesni01,SF,23,TOT,9,0,122,27,0.39299999999999996,1,3,0.33299999999999996,11,33,0.33299999999999996,4,16,0.25,7,17,0.41200000000000003,4,3.6,18,17.5,22,10.3,6,6.7,2,0.8,3,2.3,2,5.5,13.3,-0.2,0.1,-0.1,-0.034,-6.4,-0.1,0.39399999999999996,8
381,Nigel Hayes\hayesni01,SF,23,TOT,9,0,122,3,0.39299999999999996,1,1,1.0,1,3,0.33299999999999996,0,2,0.0,1,1,1.0,0,3.6,0,17.5,0,10.3,2,6.7,0,0.8,0,2.3,0,5.5,13.3,-0.2,0.1,-0.1,-0.034,-6.4,-0.1,0.33299999999999996,0
382,Nigel Hayes\hayesni01,SF,23,TOT,9,0,122,6,0.39299999999999996,0,0,,2,2,1.0,2,2,1.0,0,0,,0,3.6,0,17.5,0,10.3,0,6.7,0,0.8,0,2.3,1,5.5,13.3,-0.2,0.1,-0.1,-0.034,-6.4,-0.1,1.5,0
383,Nigel Hayes\hayesni01,SF,23,TOT,9,0,122,18,0.39299999999999996,0,2,0.0,8,28,0.28600000000000003,2,12,0.16699999999999998,6,16,0.375,4,3.6,18,17.5,22,10.3,4,6.7,2,0.8,3,2.3,1,5.5,13.3,-0.2,0.1,-0.1,-0.034,-6.4,-0.1,0.321,8
384,Nigel Hayes\hayesni01,SF,23,LAL,2,0,11,27,0.436,1,3,0.33299999999999996,11,33,0.33299999999999996,4,16,0.25,7,17,0.41200000000000003,4,0.0,18,0.0,22,0.0,6,24.3,2,0.0,3,0.0,2,0.0,13.3,0.0,0.0,0.0,0.069,-12.8,0.0,0.39399999999999996,8
385,Nigel Hayes\hayesni01,SF,23,LAL,2,0,11,3,0.436,1,1,1.0,1,3,0.33299999999999996,0,2,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,2,24.3,0,0.0,0,0.0,0,0.0,13.3,0.0,0.0,0.0,0.069,-12.8,0.0,0.33299999999999996,0
386,Nigel Hayes\hayesni01,SF,23,LAL,2,0,11,6,0.436,0,0,,2,2,1.0,2,2,1.0,0,0,,0,0.0,0,0.0,0,0.0,0,24.3,0,0.0,0,0.0,1,0.0,13.3,0.0,0.0,0.0,0.069,-12.8,0.0,1.5,0
387,Nigel Hayes\hayesni01,SF,23,LAL,2,0,11,18,0.436,0,2,0.0,8,28,0.28600000000000003,2,12,0.16699999999999998,6,16,0.375,4,0.0,18,0.0,22,0.0,4,24.3,2,0.0,3,0.0,1,0.0,13.3,0.0,0.0,0.0,0.069,-12.8,0.0,0.321,8
388,Nigel Hayes\hayesni01,SF,23,TOR,2,0,6,27,1.5,1,3,0.33299999999999996,11,33,0.33299999999999996,4,16,0.25,7,17,0.41200000000000003,4,0.0,18,0.0,22,0.0,6,0.0,2,0.0,3,0.0,2,33.3,21.9,0.0,0.0,0.0,0.018000000000000002,8.0,0.0,0.39399999999999996,8
389,Nigel Hayes\hayesni01,SF,23,TOR,2,0,6,3,1.5,1,1,1.0,1,3,0.33299999999999996,0,2,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,33.3,21.9,0.0,0.0,0.0,0.018000000000000002,8.0,0.0,0.33299999999999996,0
390,Nigel Hayes\hayesni01,SF,23,TOR,2,0,6,6,1.5,0,0,,2,2,1.0,2,2,1.0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.3,21.9,0.0,0.0,0.0,0.018000000000000002,8.0,0.0,1.5,0
391,Nigel Hayes\hayesni01,SF,23,TOR,2,0,6,18,1.5,0,2,0.0,8,28,0.28600000000000003,2,12,0.16699999999999998,6,16,0.375,4,0.0,18,0.0,22,0.0,4,0.0,2,0.0,3,0.0,1,33.3,21.9,0.0,0.0,0.0,0.018000000000000002,8.0,0.0,0.321,8
392,Nigel Hayes\hayesni01,SF,23,SAC,5,0,105,27,0.312,1,3,0.33299999999999996,11,33,0.33299999999999996,4,16,0.25,7,17,0.41200000000000003,4,4.2,18,20.4,22,11.9,6,5.2,2,1.0,3,2.7,2,3.3,12.8,-0.2,0.1,-0.1,-0.048,-6.6,-0.1,0.39399999999999996,8
393,Nigel Hayes\hayesni01,SF,23,SAC,5,0,105,3,0.312,1,1,1.0,1,3,0.33299999999999996,0,2,0.0,1,1,1.0,0,4.2,0,20.4,0,11.9,2,5.2,0,1.0,0,2.7,0,3.3,12.8,-0.2,0.1,-0.1,-0.048,-6.6,-0.1,0.33299999999999996,0
394,Nigel Hayes\hayesni01,SF,23,SAC,5,0,105,6,0.312,0,0,,2,2,1.0,2,2,1.0,0,0,,0,4.2,0,20.4,0,11.9,0,5.2,0,1.0,0,2.7,1,3.3,12.8,-0.2,0.1,-0.1,-0.048,-6.6,-0.1,1.5,0
395,Nigel Hayes\hayesni01,SF,23,SAC,5,0,105,18,0.312,0,2,0.0,8,28,0.28600000000000003,2,12,0.16699999999999998,6,16,0.375,4,4.2,18,20.4,22,11.9,4,5.2,2,1.0,3,2.7,1,3.3,12.8,-0.2,0.1,-0.1,-0.048,-6.6,-0.1,0.321,8
396,Gordon Hayward\haywago01,SF,27,BOS,1,1,5,2,0.5,0,0,,1,2,0.5,0,1,0.0,1,1,1.0,0,0.0,1,21.6,1,10.9,0,0.0,0,0.0,0,0.0,0,0.0,17.9,0.0,0.0,0.0,0.055999999999999994,-12.0,0.0,0.5,1
397,Reggie Hearn\hearnre01,SG,26,DET,3,0,7,3,0.75,0,0,,1,2,0.5,1,2,0.5,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12.7,0.0,0.0,0.0,0.132,-2.3,0.0,0.75,0
398,Myke Henry\henrymy01,SF,25,MEM,20,0,378,107,0.47200000000000003,6,10,0.6,41,109,0.376,19,58,0.32799999999999996,22,51,0.431,10,3.0,28,8.8,38,5.8,22,8.9,31,4.1,6,1.5,19,14.4,15.7,-0.3,0.4,0.1,0.017,-1.3,0.1,0.46299999999999997,28
399,John Henson\hensojo01,C,27,MIL,76,69,1970,665,0.5820000000000001,90,158,0.57,287,502,0.5720000000000001,1,7,0.14300000000000002,286,495,0.578,150,9.0,363,21.5,513,15.3,114,8.6,45,1.1,109,4.7,84,12.8,15.0,2.8,2.2,4.9,0.12,0.4,1.2,0.573,202
400,Juan Hernangomez\hernaju01,PF,22,DEN,25,3,277,82,0.511,10,12,0.833,29,75,0.387,14,50,0.28,15,25,0.6,18,7.4,36,14.6,54,11.0,12,5.9,6,1.1,3,0.9,9,10.1,14.0,0.2,0.1,0.4,0.061,-3.3,-0.1,0.48,25
401,Willy Hernangomez\hernawi01,C,23,TOT,48,1,495,246,0.604,59,90,0.6559999999999999,91,164,0.555,5,12,0.41700000000000004,86,152,0.5660000000000001,61,13.3,122,27.2,183,20.2,33,10.5,18,1.8,16,2.7,35,14.7,21.0,1.1,0.7,1.8,0.174,0.9,0.4,0.57,64
402,Willy Hernangomez\hernawi01,C,23,TOT,48,0,495,111,0.604,12,28,0.429,49,81,0.605,1,5,0.2,48,76,0.632,22,13.3,45,27.2,67,20.2,21,10.5,8,1.8,7,2.7,26,14.7,21.0,1.1,0.7,1.8,0.174,0.9,0.4,0.611,32
403,Willy Hernangomez\hernawi01,C,23,TOT,48,1,495,135,0.604,47,62,0.758,42,83,0.506,4,7,0.5710000000000001,38,76,0.5,39,13.3,77,27.2,116,20.2,12,10.5,10,1.8,9,2.7,9,14.7,21.0,1.1,0.7,1.8,0.174,0.9,0.4,0.53,32
404,Willy Hernangomez\hernawi01,C,23,NYK,26,1,233,246,0.595,59,90,0.6559999999999999,91,164,0.555,5,12,0.41700000000000004,86,152,0.5660000000000001,61,10.5,122,21.3,183,16.0,33,14.3,18,1.7,16,2.6,35,21.8,22.4,0.1,0.3,0.3,0.069,-0.6,0.1,0.57,64
405,Willy Hernangomez\hernawi01,C,23,NYK,26,0,233,111,0.595,12,28,0.429,49,81,0.605,1,5,0.2,48,76,0.632,22,10.5,45,21.3,67,16.0,21,14.3,8,1.7,7,2.6,26,21.8,22.4,0.1,0.3,0.3,0.069,-0.6,0.1,0.611,32
406,Willy Hernangomez\hernawi01,C,23,NYK,26,1,233,135,0.595,47,62,0.758,42,83,0.506,4,7,0.5710000000000001,38,76,0.5,39,10.5,77,21.3,116,16.0,12,14.3,10,1.7,9,2.6,9,21.8,22.4,0.1,0.3,0.3,0.069,-0.6,0.1,0.53,32
407,Willy Hernangomez\hernawi01,C,23,CHO,22,1,262,246,0.612,59,90,0.6559999999999999,91,164,0.555,5,12,0.41700000000000004,86,152,0.5660000000000001,61,15.8,122,32.4,183,24.0,33,7.1,18,1.9,16,2.9,35,7.5,19.7,1.0,0.4,1.5,0.266,2.2,0.3,0.57,64
408,Willy Hernangomez\hernawi01,C,23,CHO,22,0,262,111,0.612,12,28,0.429,49,81,0.605,1,5,0.2,48,76,0.632,22,15.8,45,32.4,67,24.0,21,7.1,8,1.9,7,2.9,26,7.5,19.7,1.0,0.4,1.5,0.266,2.2,0.3,0.611,32
409,Willy Hernangomez\hernawi01,C,23,CHO,22,1,262,135,0.612,47,62,0.758,42,83,0.506,4,7,0.5710000000000001,38,76,0.5,39,15.8,77,32.4,116,24.0,12,7.1,10,1.9,9,2.9,9,7.5,19.7,1.0,0.4,1.5,0.266,2.2,0.3,0.53,32
410,Mario Hezonja\hezonma01,SF,22,ORL,75,30,1657,722,0.544,86,105,0.8190000000000001,273,617,0.442,90,267,0.337,183,350,0.523,41,2.7,240,16.1,281,9.3,106,10.0,81,2.4,31,1.5,86,11.5,19.9,0.5,1.8,2.3,0.066,-0.8,0.5,0.515,134
411,Isaiah Hicks\hicksis01,PF,23,NYK,18,0,240,80,0.501,12,18,0.667,33,72,0.45799999999999996,2,9,0.222,31,63,0.49200000000000005,10,4.6,31,14.3,41,9.5,16,9.5,2,0.4,4,1.4,16,16.7,17.4,-0.1,0.1,0.0,-0.003,-5.6,-0.2,0.47200000000000003,45
412,Buddy Hield\hieldbu01,SG,24,SAC,80,12,2024,1079,0.557,71,81,0.877,416,933,0.446,176,408,0.431,240,525,0.457,55,3.0,252,14.8,307,8.6,155,12.8,85,2.1,22,1.0,124,11.3,24.3,1.3,1.5,2.8,0.067,-0.2,0.9,0.54,148
413,Nene Hilario\hilarne01,C,35,HOU,52,4,758,340,0.594,68,107,0.636,136,239,0.569,0,2,0.0,136,237,0.574,54,8.1,122,18.0,176,13.1,45,9.5,28,1.8,14,1.6,38,11.7,18.9,1.5,1.1,2.6,0.163,-0.8,0.2,0.569,123
414,George Hill\hillge01,PG,31,TOT,67,60,1812,667,0.58,110,140,0.7859999999999999,236,513,0.46,85,205,0.415,151,308,0.49,42,2.6,139,8.9,181,5.7,186,15.0,61,1.7,27,1.3,88,13.3,16.3,2.3,0.9,3.2,0.085,-0.6,0.6,0.5429999999999999,128
415,George Hill\hillge01,PG,31,TOT,67,36,1812,441,0.58,77,99,0.778,153,326,0.469,58,128,0.45299999999999996,95,198,0.48,22,2.6,95,8.9,117,5.7,119,15.0,39,1.7,12,1.3,60,13.3,16.3,2.3,0.9,3.2,0.085,-0.6,0.6,0.5579999999999999,75
416,George Hill\hillge01,PG,31,TOT,67,24,1812,226,0.58,33,41,0.805,83,187,0.444,27,77,0.35100000000000003,56,110,0.509,20,2.6,44,8.9,64,5.7,67,15.0,22,1.7,15,1.3,28,13.3,16.3,2.3,0.9,3.2,0.085,-0.6,0.6,0.516,53
417,George Hill\hillge01,PG,31,SAC,43,60,1143,667,0.597,110,140,0.7859999999999999,236,513,0.46,85,205,0.415,151,308,0.49,42,2.1,139,9.9,181,5.8,186,15.5,61,1.7,27,1.0,88,14.0,16.9,1.6,0.6,2.1,0.09,-0.6,0.4,0.5429999999999999,128
418,George Hill\hillge01,PG,31,SAC,43,36,1143,441,0.597,77,99,0.778,153,326,0.469,58,128,0.45299999999999996,95,198,0.48,22,2.1,95,9.9,117,5.8,119,15.5,39,1.7,12,1.0,60,14.0,16.9,1.6,0.6,2.1,0.09,-0.6,0.4,0.5579999999999999,75
419,George Hill\hillge01,PG,31,SAC,43,24,1143,226,0.597,33,41,0.805,83,187,0.444,27,77,0.35100000000000003,56,110,0.509,20,2.1,44,9.9,64,5.8,67,15.5,22,1.7,15,1.0,28,14.0,16.9,1.6,0.6,2.1,0.09,-0.6,0.4,0.516,53
420,George Hill\hillge01,PG,31,CLE,24,60,669,667,0.551,110,140,0.7859999999999999,236,513,0.46,85,205,0.415,151,308,0.49,42,3.4,139,7.3,181,5.4,186,14.0,61,1.6,27,1.9,88,12.0,15.4,0.8,0.3,1.1,0.077,-0.6,0.2,0.5429999999999999,128
421,George Hill\hillge01,PG,31,CLE,24,36,669,441,0.551,77,99,0.778,153,326,0.469,58,128,0.45299999999999996,95,198,0.48,22,3.4,95,7.3,117,5.4,119,14.0,39,1.6,12,1.9,60,12.0,15.4,0.8,0.3,1.1,0.077,-0.6,0.2,0.5579999999999999,75
422,George Hill\hillge01,PG,31,CLE,24,24,669,226,0.551,33,41,0.805,83,187,0.444,27,77,0.35100000000000003,56,110,0.509,20,3.4,44,7.3,64,5.4,67,14.0,22,1.6,15,1.9,28,12.0,15.4,0.8,0.3,1.1,0.077,-0.6,0.2,0.516,53
423,Solomon Hill\hillso01,SF,26,NOP,12,1,187,29,0.332,3,6,0.5,11,41,0.268,4,21,0.19,7,20,0.35,9,5.4,27,15.1,36,10.4,22,14.4,7,1.8,1,0.4,9,17.1,12.2,-0.2,0.2,-0.1,-0.013999999999999999,-3.8,-0.1,0.317,22
424,Darrun Hilliard\hillida01,SG,24,SAS,14,0,95,16,0.36200000000000004,6,7,0.857,5,19,0.263,0,6,0.0,5,13,0.385,0,0.0,7,8.2,7,4.1,11,15.3,2,1.1,0,0.0,4,15.3,12.3,-0.1,0.1,0.0,-0.015,-7.5,-0.1,0.263,7
425,Jrue Holiday\holidjr01,SG,27,NOP,81,81,2927,1537,0.57,187,238,0.7859999999999999,615,1244,0.494,120,356,0.337,495,888,0.557,62,2.4,303,10.8,365,6.8,486,24.9,123,2.0,64,1.7,213,13.6,23.1,4.2,2.9,7.1,0.11599999999999999,2.1,3.0,0.5429999999999999,201
426,Justin Holiday\holidju01,SG,28,CHI,72,72,2265,876,0.513,135,164,0.823,290,782,0.371,161,449,0.359,129,333,0.387,31,1.4,260,12.8,291,6.9,153,10.1,80,1.7,31,1.2,93,9.8,18.2,0.1,1.6,1.7,0.036000000000000004,-1.3,0.4,0.474,134
427,John Holland\hollajo02,SF,29,CLE,24,0,174,54,0.41700000000000004,9,13,0.6920000000000001,17,59,0.28800000000000003,11,36,0.306,6,23,0.261,6,3.9,18,11.4,24,7.7,5,3.9,7,2.0,2,1.0,8,11.0,18.5,-0.3,0.1,-0.2,-0.05,-7.3,-0.2,0.381,10
428,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,68,59,1920,946,0.5479999999999999,249,316,0.7879999999999999,342,724,0.47200000000000003,13,54,0.24100000000000002,329,670,0.491,101,5.5,358,20.0,459,12.7,167,14.2,65,1.6,48,1.9,121,12.3,22.2,2.1,2.0,4.1,0.10300000000000001,-0.4,0.8,0.48100000000000004,145
429,Richaun Holmes\holmeri01,C,24,PHI,48,2,746,311,0.585,37,56,0.6609999999999999,135,241,0.56,4,31,0.129,131,210,0.624,57,8.6,154,21.4,211,15.2,61,12.3,20,1.3,29,3.2,25,8.6,16.6,1.6,1.3,2.8,0.183,1.7,0.7,0.568,97
430,Rodney Hood\hoodro01,SG,25,TOT,60,23,1616,882,0.546,111,129,0.86,322,751,0.429,127,333,0.381,195,418,0.467,22,1.6,143,9.9,165,5.8,95,9.7,45,1.4,12,0.6,70,8.0,24.3,1.2,1.5,2.7,0.081,-2.0,0.0,0.513,105
431,Rodney Hood\hoodro01,SG,25,TOT,60,12,1616,655,0.546,85,97,0.8759999999999999,234,552,0.424,102,262,0.389,132,290,0.455,14,1.6,97,9.9,111,5.8,65,9.7,30,1.4,7,0.6,63,8.0,24.3,1.2,1.5,2.7,0.081,-2.0,0.0,0.516,64
432,Rodney Hood\hoodro01,SG,25,TOT,60,11,1616,227,0.546,26,32,0.813,88,199,0.442,25,71,0.35200000000000004,63,128,0.49200000000000005,8,1.6,46,9.9,54,5.8,30,9.7,15,1.4,5,0.6,7,8.0,24.3,1.2,1.5,2.7,0.081,-2.0,0.0,0.505,41
433,Rodney Hood\hoodro01,SG,25,UTA,39,23,1084,882,0.551,111,129,0.86,322,751,0.429,127,333,0.381,195,418,0.467,22,1.5,143,10.1,165,5.8,95,10.4,45,1.4,12,0.5,70,9.6,27.3,0.6,1.3,1.9,0.085,-1.6,0.1,0.513,105
434,Rodney Hood\hoodro01,SG,25,UTA,39,12,1084,655,0.551,85,97,0.8759999999999999,234,552,0.424,102,262,0.389,132,290,0.455,14,1.5,97,10.1,111,5.8,65,10.4,30,1.4,7,0.5,63,9.6,27.3,0.6,1.3,1.9,0.085,-1.6,0.1,0.516,64
435,Rodney Hood\hoodro01,SG,25,UTA,39,11,1084,227,0.551,26,32,0.813,88,199,0.442,25,71,0.35200000000000004,63,128,0.49200000000000005,8,1.5,46,10.1,54,5.8,30,10.4,15,1.4,5,0.5,7,9.6,27.3,0.6,1.3,1.9,0.085,-1.6,0.1,0.505,41
