,Player,Pos,Age,Tm,G,GS,MP,PTS,TS%,FTM,FTA,FT%,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,OREB,OREB%,DREB,DREB%,TREB,TREB%,AST,AST%,STL,STL%,BLK,BLK%,TOV,TOV%,USG%,OFFWS,DEFWS,WS,WS/48,BPM,VORP,eFG%,PF
257,Larry Drew\drewla02,PG,27,NOP,7,0,55,15,0.441,0,0,,6,17,0.353,3,6,0.5,3,11,0.273,2,4.1,0,0.0,2,2.0,8,18.9,0,0.0,0,0.0,2,10.5,15.0,0.0,0.0,0.0,0.003,-8.9,-0.1,0.441,4
258,Andre Drummond\drumman01,C,24,DET,78,78,2625,1171,0.555,239,395,0.605,466,881,0.529,0,11,0.0,466,870,0.536,399,16.4,848,36.4,1247,26.2,237,14.3,114,2.2,127,4.3,200,15.9,21.2,4.6,5.7,10.3,0.18899999999999997,5.5,5.0,0.529,250
259,Jared Dudley\dudleja01,PF,32,PHO,48,0,686,152,0.5529999999999999,27,35,0.7709999999999999,48,122,0.39299999999999996,29,80,0.363,19,42,0.452,8,1.2,86,13.6,94,7.3,78,15.6,24,1.7,11,1.3,28,16.9,10.2,0.5,0.4,0.8,0.057999999999999996,-1.9,0.0,0.512,85
260,Kris Dunn\dunnkr01,PG,23,CHI,52,43,1525,699,0.488,84,114,0.737,286,666,0.429,43,134,0.321,243,532,0.457,24,1.6,197,14.4,221,7.8,310,33.3,104,3.3,27,1.6,150,17.3,24.7,-1.0,1.9,0.8,0.027000000000000003,-0.1,0.7,0.462,174
261,Kevin Durant\duranke01,PF,29,GSW,68,68,2325,1792,0.64,359,404,0.889,630,1222,0.516,173,413,0.419,457,809,0.565,31,1.6,433,19.5,464,11.2,366,25.5,50,1.0,119,4.0,207,12.9,30.4,7.5,2.9,10.4,0.215,5.6,4.5,0.586,133
262,Jarell Eddie\eddieja01,SF,26,TOT,3,0,9,0,0.0,0,0,,0,2,0.0,0,2,0.0,0,0,,0,0.0,1,12.0,1,6.1,0,0.0,1,5.6,0,0.0,0,0.0,9.8,0.0,0.0,0.0,-0.142,-8.4,0.0,0.0,0
263,Jarell Eddie\eddieja01,SF,26,TOT,3,0,9,0,0.0,0,0,,0,1,0.0,0,1,0.0,0,0,,0,0.0,1,12.0,1,6.1,0,0.0,1,5.6,0,0.0,0,0.0,9.8,0.0,0.0,0.0,-0.142,-8.4,0.0,0.0,0
264,Jarell Eddie\eddieja01,SF,26,TOT,3,0,9,0,0.0,0,0,,0,1,0.0,0,1,0.0,0,0,,0,0.0,0,12.0,0,6.1,0,0.0,0,5.6,0,0.0,0,0.0,9.8,0.0,0.0,0.0,-0.142,-8.4,0.0,0.0,0
265,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0,0.0,0,0,,0,2,0.0,0,2,0.0,0,0,,0,0.0,1,18.0,1,9.1,0,0.0,1,8.3,0,0.0,0,0.0,7.4,0.0,0.0,0.0,-0.026000000000000002,-3.5,0.0,0.0,0
266,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0,0.0,0,0,,0,1,0.0,0,1,0.0,0,0,,0,0.0,1,18.0,1,9.1,0,0.0,1,8.3,0,0.0,0,0.0,7.4,0.0,0.0,0.0,-0.026000000000000002,-3.5,0.0,0.0,0
267,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0,0.0,0,0,,0,1,0.0,0,1,0.0,0,0,,0,0.0,0,18.0,0,9.1,0,0.0,0,8.3,0,0.0,0,0.0,7.4,0.0,0.0,0.0,-0.026000000000000002,-3.5,0.0,0.0,0
268,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0,0.0,0,0,,0,2,0.0,0,2,0.0,0,0,,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,14.5,0.0,0.0,0.0,-0.373,-18.3,0.0,0.0,0
269,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0,0.0,0,0,,0,1,0.0,0,1,0.0,0,0,,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,14.5,0.0,0.0,0.0,-0.373,-18.3,0.0,0.0,0
270,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0,0.0,0,0,,0,1,0.0,0,1,0.0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.5,0.0,0.0,0.0,-0.373,-18.3,0.0,0.0,0
271,Henry Ellenson\ellenhe01,PF,21,DET,38,0,329,151,0.47600000000000003,25,29,0.862,53,146,0.363,20,60,0.33299999999999996,33,86,0.384,10,3.3,71,24.3,81,13.6,20,9.4,5,0.8,0,0.0,18,10.2,23.8,-0.2,0.4,0.1,0.02,-6.8,-0.4,0.43200000000000005,22
272,Wayne Ellington\ellinwa01,SG,30,MIA,77,2,2041,864,0.588,67,78,0.8590000000000001,285,700,0.40700000000000003,227,579,0.392,58,121,0.479,23,1.3,195,10.7,218,6.0,79,5.9,53,1.3,8,0.3,52,6.6,17.3,2.6,1.9,4.5,0.105,0.0,1.0,0.569,94
273,Joel Embiid\embiijo01,C,23,PHI,63,63,1912,1445,0.573,359,467,0.769,510,1056,0.483,66,214,0.308,444,842,0.527,143,8.4,547,29.7,690,19.4,199,18.0,40,1.0,111,4.8,234,15.6,33.4,2.3,3.8,6.2,0.155,2.6,2.2,0.514,209
274,James Ennis\ennisja01,SF,27,TOT,72,22,1604,512,0.588,97,116,0.836,182,384,0.474,51,153,0.33299999999999996,131,231,0.5670000000000001,73,5.1,151,11.0,224,8.0,71,6.6,47,1.5,18,1.0,56,11.4,13.7,2.0,1.1,3.1,0.092,-1.1,0.4,0.54,134
275,James Ennis\ennisja01,SF,27,TOT,72,14,1604,310,0.588,64,73,0.877,108,222,0.486,30,84,0.35700000000000004,78,138,0.565,53,5.1,104,11.0,157,8.0,49,6.6,32,1.5,12,1.0,38,11.4,13.7,2.0,1.1,3.1,0.092,-1.1,0.4,0.5539999999999999,81
276,James Ennis\ennisja01,SF,27,TOT,72,8,1604,202,0.588,33,43,0.767,74,162,0.457,21,69,0.304,53,93,0.57,20,5.1,47,11.0,67,8.0,22,6.6,15,1.5,6,1.0,18,11.4,13.7,2.0,1.1,3.1,0.092,-1.1,0.4,0.522,53
277,James Ennis\ennisja01,SF,27,MEM,45,22,1053,512,0.61,97,116,0.836,182,384,0.474,51,153,0.33299999999999996,131,231,0.5670000000000001,73,5.7,151,11.7,224,8.6,71,7.0,47,1.5,18,1.1,56,13.0,12.5,1.5,0.6,2.0,0.09300000000000001,-0.7,0.3,0.54,134
278,James Ennis\ennisja01,SF,27,MEM,45,14,1053,310,0.61,64,73,0.877,108,222,0.486,30,84,0.35700000000000004,78,138,0.565,53,5.7,104,11.7,157,8.6,49,7.0,32,1.5,12,1.1,38,13.0,12.5,1.5,0.6,2.0,0.09300000000000001,-0.7,0.3,0.5539999999999999,81
279,James Ennis\ennisja01,SF,27,MEM,45,8,1053,202,0.61,33,43,0.767,74,162,0.457,21,69,0.304,53,93,0.57,20,5.7,47,11.7,67,8.6,22,7.0,15,1.5,6,1.1,18,13.0,12.5,1.5,0.6,2.0,0.09300000000000001,-0.7,0.3,0.522,53
280,James Ennis\ennisja01,SF,27,DET,27,22,551,512,0.5579999999999999,97,116,0.836,182,384,0.474,51,153,0.33299999999999996,131,231,0.5670000000000001,73,3.9,151,9.6,224,6.7,71,5.9,47,1.4,18,1.0,56,9.0,16.0,0.5,0.5,1.0,0.09,-1.7,0.0,0.54,134
281,James Ennis\ennisja01,SF,27,DET,27,14,551,310,0.5579999999999999,64,73,0.877,108,222,0.486,30,84,0.35700000000000004,78,138,0.565,53,3.9,104,9.6,157,6.7,49,5.9,32,1.4,12,1.0,38,9.0,16.0,0.5,0.5,1.0,0.09,-1.7,0.0,0.5539999999999999,81
282,James Ennis\ennisja01,SF,27,DET,27,8,551,202,0.5579999999999999,33,43,0.767,74,162,0.457,21,69,0.304,53,93,0.57,20,3.9,47,9.6,67,6.7,22,5.9,15,1.4,6,1.0,18,9.0,16.0,0.5,0.5,1.0,0.09,-1.7,0.0,0.522,53
283,Tyler Ennis\ennisty01,PG,23,LAL,54,11,683,224,0.473,22,29,0.759,94,224,0.42,14,56,0.25,80,168,0.47600000000000003,19,3.0,76,11.8,95,7.4,105,21.9,30,2.1,10,1.2,38,13.8,17.1,0.1,0.7,0.8,0.057999999999999996,-2.9,-0.1,0.451,75
284,Jawun Evans\evansja01,PG,21,LAC,48,4,778,231,0.42100000000000004,38,49,0.7759999999999999,89,253,0.35200000000000004,15,54,0.278,74,199,0.37200000000000005,9,1.3,75,10.4,84,5.9,100,17.8,36,2.3,6,0.6,44,13.8,17.7,-0.8,0.6,-0.2,-0.011000000000000001,-4.7,-0.5,0.381,97
285,Jeremy Evans\evansje01,SF,30,ATL,1,0,5,2,1.0,0,0,,1,1,1.0,0,0,,1,1,1.0,1,22.3,0,0.0,1,11.2,0,0.0,0,0.0,0,0.0,1,50.0,17.5,0.0,0.0,0.0,-0.027999999999999997,-8.3,0.0,1.0,1
286,Tyreke Evans\evansty01,PG,28,MEM,52,32,1607,1010,0.561,164,209,0.785,366,809,0.452,114,286,0.39899999999999997,252,523,0.48200000000000004,44,3.1,221,16.3,265,9.5,269,31.2,57,1.8,17,1.0,117,11.5,28.4,3.1,1.2,4.2,0.126,3.6,2.3,0.523,96
287,Dante Exum\exumda01,PG,22,UTA,14,0,235,114,0.5660000000000001,25,31,0.8059999999999999,42,87,0.483,5,18,0.278,37,69,0.536,4,2.0,22,10.5,26,6.3,43,29.7,8,1.7,3,1.1,20,16.6,23.1,0.3,0.3,0.7,0.133,-1.2,0.0,0.511,20
288,Kenneth Faried\farieke01,PF,28,DEN,32,7,461,188,0.552,36,51,0.706,76,148,0.514,0,1,0.0,76,147,0.517,68,16.7,85,20.7,153,18.7,18,5.8,12,1.3,13,2.4,23,11.9,18.3,0.9,0.4,1.3,0.132,-2.3,0.0,0.514,51
289,Derrick Favors\favorde01,C,26,UTA,77,77,2153,944,0.593,140,215,0.6509999999999999,395,702,0.563,14,63,0.222,381,639,0.596,198,10.6,354,18.5,552,14.6,102,7.8,54,1.3,82,3.2,88,9.9,18.5,4.5,3.5,8.0,0.179,2.7,2.5,0.573,164
290,Kay Felder\feldeka01,PG,22,TOT,16,0,140,57,0.379,11,12,0.917,21,70,0.3,4,19,0.21100000000000002,17,51,0.33299999999999996,3,2.3,15,12.0,18,6.9,20,22.0,3,1.0,1,0.6,16,17.5,28.4,-0.6,0.1,-0.5,-0.175,-12.4,-0.4,0.32899999999999996,11
291,Kay Felder\feldeka01,PG,22,TOT,16,0,140,55,0.379,11,12,0.917,20,66,0.303,4,18,0.222,16,48,0.33299999999999996,1,2.3,13,12.0,14,6.9,20,22.0,3,1.0,1,0.6,15,17.5,28.4,-0.6,0.1,-0.5,-0.175,-12.4,-0.4,0.33299999999999996,11
292,Kay Felder\feldeka01,PG,22,TOT,16,0,140,2,0.379,0,0,,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,2,2.3,2,12.0,4,6.9,0,22.0,0,1.0,0,0.6,1,17.5,28.4,-0.6,0.1,-0.5,-0.175,-12.4,-0.4,0.25,0
293,Kay Felder\feldeka01,PG,22,CHI,14,0,134,57,0.386,11,12,0.917,21,70,0.3,4,19,0.21100000000000002,17,51,0.33299999999999996,3,0.8,15,10.8,18,5.6,20,23.0,3,1.1,1,0.7,16,17.4,28.0,-0.5,0.1,-0.5,-0.168,-11.5,-0.3,0.32899999999999996,11
294,Kay Felder\feldeka01,PG,22,CHI,14,0,134,55,0.386,11,12,0.917,20,66,0.303,4,18,0.222,16,48,0.33299999999999996,1,0.8,13,10.8,14,5.6,20,23.0,3,1.1,1,0.7,15,17.4,28.0,-0.5,0.1,-0.5,-0.168,-11.5,-0.3,0.33299999999999996,11
295,Kay Felder\feldeka01,PG,22,CHI,14,0,134,2,0.386,0,0,,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,2,0.8,2,10.8,4,5.6,0,23.0,0,1.1,0,0.7,1,17.4,28.0,-0.5,0.1,-0.5,-0.168,-11.5,-0.3,0.25,0
296,Kay Felder\feldeka01,PG,22,DET,2,0,6,57,0.25,11,12,0.917,21,70,0.3,4,19,0.21100000000000002,17,51,0.33299999999999996,3,36.0,15,37.6,18,36.8,20,0.0,3,0.0,1,0.0,16,20.0,36.9,0.0,0.0,0.0,-0.336,-31.4,0.0,0.32899999999999996,11
297,Kay Felder\feldeka01,PG,22,DET,2,0,6,55,0.25,11,12,0.917,20,66,0.303,4,18,0.222,16,48,0.33299999999999996,1,36.0,13,37.6,14,36.8,20,0.0,3,0.0,1,0.0,15,20.0,36.9,0.0,0.0,0.0,-0.336,-31.4,0.0,0.33299999999999996,11
298,Kay Felder\feldeka01,PG,22,DET,2,0,6,2,0.25,0,0,,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,2,36.0,2,37.6,4,36.8,0,0.0,0,0.0,0,0.0,1,20.0,36.9,0.0,0.0,0.0,-0.336,-31.4,0.0,0.25,0
299,Cristiano Felicio\feliccr01,C,25,CHI,55,16,977,308,0.614,54,81,0.667,127,215,0.591,0,2,0.0,127,213,0.596,83,8.8,150,17.1,233,12.8,55,8.4,16,0.8,11,1.0,54,17.7,13.6,1.2,0.5,1.7,0.086,-2.4,-0.1,0.591,104
300,Raymond Felton\feltora01,PG,33,OKC,82,2,1365,565,0.494,36,44,0.818,224,552,0.406,81,230,0.35200000000000004,143,322,0.444,25,2.0,131,11.0,156,6.3,203,22.5,49,1.8,16,1.1,76,11.7,20.4,0.9,1.3,2.2,0.078,-2.8,-0.3,0.479,91
301,Terrance Ferguson\fergute01,SG,19,OKC,61,12,763,189,0.545,9,10,0.9,70,169,0.414,40,120,0.33299999999999996,30,49,0.612,19,2.7,28,4.2,47,3.4,19,3.4,24,1.6,10,1.2,11,6.0,10.4,0.7,0.5,1.2,0.077,-2.5,-0.1,0.5329999999999999,83
302,Yogi Ferrell\ferreyo01,SG,24,DAL,82,21,2282,838,0.54,82,103,0.7959999999999999,311,730,0.426,134,359,0.373,177,371,0.47700000000000004,26,1.2,223,11.2,249,6.1,201,13.5,64,1.4,9,0.4,78,9.1,17.0,1.5,1.5,3.0,0.064,-1.0,0.6,0.518,153
303,Dorian Finney-Smith\finnedo01,PF,24,DAL,21,13,448,123,0.48200000000000004,11,15,0.733,46,121,0.38,20,67,0.299,26,54,0.48100000000000004,22,5.3,53,13.6,75,9.3,26,8.4,10,1.1,4,0.8,21,14.1,15.1,-0.2,0.3,0.1,0.015,-3.1,-0.1,0.46299999999999997,43
304,Bryn Forbes\forbebr01,SG,24,SAS,80,12,1517,555,0.525,48,72,0.667,209,497,0.42100000000000004,89,228,0.39,120,269,0.446,12,0.9,98,7.2,110,4.0,80,7.8,28,0.9,2,0.1,37,6.5,16.7,0.8,1.3,2.1,0.067,-3.1,-0.4,0.51,108
305,Evan Fournier\fournev01,SF,25,ORL,57,57,1837,1013,0.5770000000000001,150,173,0.867,368,802,0.45899999999999996,127,335,0.379,241,467,0.516,23,1.4,157,9.5,180,5.4,165,14.8,47,1.3,16,0.7,95,9.8,23.3,2.4,0.9,3.3,0.087,-0.4,0.7,0.5379999999999999,138
306,De'Aaron Fox\foxde01,PG,20,SAC,73,60,2026,844,0.478,141,195,0.723,328,797,0.41200000000000003,47,153,0.307,281,644,0.436,33,1.8,171,10.0,204,5.7,320,24.6,70,1.7,20,0.9,173,16.4,23.4,-1.7,1.1,-0.6,-0.013999999999999999,-4.4,-1.2,0.441,163
307,Tim Frazier\fraziti01,PG,27,WAS,59,11,838,176,0.475,23,30,0.767,68,172,0.395,17,56,0.304,51,116,0.44,18,2.4,97,13.1,115,7.8,194,31.1,47,2.8,7,0.7,57,23.5,12.8,0.4,1.0,1.4,0.08,-2.1,0.0,0.445,97
308,Channing Frye\fryech01,C,34,TOT,53,1,695,264,0.599,17,19,0.895,104,212,0.491,39,115,0.33899999999999997,65,97,0.67,12,1.9,123,19.4,135,10.8,38,7.9,18,1.3,13,1.6,21,8.7,15.2,0.9,0.6,1.5,0.10099999999999999,-1.7,0.1,0.583,69
309,Channing Frye\fryech01,C,34,TOT,53,1,695,212,0.599,14,15,0.9329999999999999,84,169,0.49700000000000005,30,90,0.33299999999999996,54,79,0.684,10,1.9,100,19.4,110,10.8,28,7.9,17,1.3,12,1.6,17,8.7,15.2,0.9,0.6,1.5,0.10099999999999999,-1.7,0.1,0.586,54
310,Channing Frye\fryech01,C,34,TOT,53,0,695,52,0.599,3,4,0.75,20,43,0.465,9,25,0.36,11,18,0.611,2,1.9,23,19.4,25,10.8,10,7.9,1,1.3,1,1.6,4,8.7,15.2,0.9,0.6,1.5,0.10099999999999999,-1.7,0.1,0.57,15
311,Channing Frye\fryech01,C,34,CLE,44,1,545,264,0.604,17,19,0.895,104,212,0.491,39,115,0.33899999999999997,65,97,0.67,12,2.1,123,20.3,135,11.3,38,7.5,18,1.5,13,1.9,21,8.8,15.6,0.7,0.5,1.2,0.10400000000000001,-1.3,0.1,0.583,69
312,Channing Frye\fryech01,C,34,CLE,44,1,545,212,0.604,14,15,0.9329999999999999,84,169,0.49700000000000005,30,90,0.33299999999999996,54,79,0.684,10,2.1,100,20.3,110,11.3,28,7.5,17,1.5,12,1.9,17,8.8,15.6,0.7,0.5,1.2,0.10400000000000001,-1.3,0.1,0.586,54
313,Channing Frye\fryech01,C,34,CLE,44,0,545,52,0.604,3,4,0.75,20,43,0.465,9,25,0.36,11,18,0.611,2,2.1,23,20.3,25,11.3,10,7.5,1,1.5,1,1.9,4,8.8,15.6,0.7,0.5,1.2,0.10400000000000001,-1.3,0.1,0.57,15
314,Channing Frye\fryech01,C,34,LAL,9,1,150,264,0.581,17,19,0.895,104,212,0.491,39,115,0.33899999999999997,65,97,0.67,12,1.4,123,16.2,135,8.9,38,9.5,18,0.3,13,0.5,21,8.2,13.8,0.2,0.1,0.3,0.091,-3.0,0.0,0.583,69
315,Channing Frye\fryech01,C,34,LAL,9,1,150,212,0.581,14,15,0.9329999999999999,84,169,0.49700000000000005,30,90,0.33299999999999996,54,79,0.684,10,1.4,100,16.2,110,8.9,28,9.5,17,0.3,12,0.5,17,8.2,13.8,0.2,0.1,0.3,0.091,-3.0,0.0,0.586,54
316,Channing Frye\fryech01,C,34,LAL,9,0,150,52,0.581,3,4,0.75,20,43,0.465,9,25,0.36,11,18,0.611,2,1.4,23,16.2,25,8.9,10,9.5,1,0.3,1,0.5,4,8.2,13.8,0.2,0.1,0.3,0.091,-3.0,0.0,0.57,15
317,Markelle Fultz\fultzma01,SG,19,PHI,14,0,253,100,0.41600000000000004,10,21,0.47600000000000003,45,111,0.405,0,1,0.0,45,110,0.409,11,4.9,32,13.1,43,9.2,53,31.3,12,2.3,4,1.3,17,12.4,23.1,-0.2,0.4,0.2,0.043,-3.0,-0.1,0.405,22
318,Danilo Gallinari\gallida01,SF,29,LAC,21,21,671,321,0.545,81,87,0.9309999999999999,102,256,0.39799999999999996,36,111,0.324,66,145,0.455,9,1.5,92,14.9,101,8.3,41,8.9,12,0.9,10,1.2,26,8.1,20.6,0.8,0.4,1.2,0.08800000000000001,-1.4,0.1,0.469,30
319,Langston Galloway\gallola01,SG,26,DET,58,2,863,360,0.503,33,41,0.805,126,340,0.371,75,218,0.344,51,122,0.418,13,1.6,79,10.3,92,5.9,58,10.1,35,2.0,5,0.5,18,4.8,19.3,0.5,0.9,1.4,0.08,-1.7,0.1,0.48100000000000004,39
320,Marc Gasol\gasolma01,C,33,MEM,73,73,2408,1258,0.532,281,337,0.8340000000000001,434,1033,0.42,109,320,0.341,325,713,0.456,78,3.7,514,25.3,592,14.2,305,21.7,54,1.1,101,3.9,194,14.1,25.6,1.5,2.6,4.0,0.08,1.5,2.1,0.473,185
321,Pau Gasol\gasolpa01,C,37,SAS,77,63,1812,775,0.539,158,209,0.7559999999999999,287,627,0.45799999999999996,43,120,0.358,244,507,0.48100000000000004,129,7.8,490,30.2,619,19.0,238,20.1,24,0.7,79,3.6,108,13.1,20.4,2.7,3.3,6.0,0.159,3.2,2.4,0.49200000000000005,121
322,Rudy Gay\gayru01,PF,31,SAS,57,6,1231,655,0.545,112,145,0.772,253,537,0.47100000000000003,37,118,0.314,216,419,0.516,76,6.8,215,19.5,291,13.1,73,9.8,46,1.9,38,2.6,78,11.5,24.6,1.0,2.1,3.1,0.12300000000000001,0.3,0.7,0.506,98
323,Paul George\georgpa01,SF,27,OKC,79,79,2891,1734,0.57,338,411,0.8220000000000001,576,1340,0.43,244,609,0.401,332,731,0.45399999999999996,72,2.7,375,14.9,447,8.6,263,14.5,161,2.8,39,1.2,212,12.2,25.7,5.0,3.9,8.9,0.14800000000000002,2.6,3.3,0.521,233
324,Marcus Georges-Hunt\georgma01,SG,23,MIN,42,0,224,59,0.515,13,21,0.619,21,48,0.43799999999999994,4,15,0.267,17,33,0.515,7,3.6,9,4.7,16,4.1,7,4.1,6,1.3,0,0.0,3,5.0,11.9,0.2,0.0,0.2,0.049,-4.4,-0.1,0.479,32
325,Jonathan Gibson\gibsojo01,PG,30,BOS,4,0,40,34,0.7390000000000001,0,0,,14,23,0.609,6,12,0.5,8,11,0.727,0,0.0,3,8.1,3,4.1,4,22.6,0,0.0,0,0.0,3,11.5,29.0,0.1,0.0,0.2,0.195,1.9,0.0,0.7390000000000001,5
326,Taj Gibson\gibsota01,PF,32,MIN,82,82,2726,999,0.61,142,185,0.768,425,737,0.5770000000000001,7,35,0.2,418,702,0.595,194,8.1,390,16.7,584,12.4,99,5.2,62,1.1,59,1.9,89,9.8,14.7,5.4,1.7,7.2,0.126,1.1,2.1,0.581,218
327,Manu Ginobili\ginobma01,SG,40,SAS,65,0,1299,576,0.5529999999999999,110,131,0.84,201,463,0.434,64,192,0.33299999999999996,137,271,0.506,19,1.6,123,10.6,142,6.1,163,19.1,43,1.7,16,1.0,105,16.8,21.5,0.6,1.6,2.2,0.08199999999999999,-1.0,0.3,0.503,126
328,Rudy Gobert\goberru01,C,25,UTA,56,56,1816,756,0.657,204,299,0.682,276,444,0.622,0,0,,276,444,0.622,165,10.4,436,27.0,601,18.8,80,6.9,44,1.2,129,6.0,107,15.7,16.9,4.2,3.9,8.1,0.214,4.3,2.9,0.622,153
329,Aaron Gordon\gordoaa01,PF,22,ORL,58,57,1909,1022,0.53,157,225,0.698,375,865,0.434,115,342,0.336,260,523,0.49700000000000005,87,5.0,370,21.5,457,13.2,136,11.7,59,1.5,45,1.9,107,10.0,24.7,0.9,2.0,2.9,0.07200000000000001,0.0,1.0,0.5,111
330,Eric Gordon\gordoer01,SG,29,HOU,69,30,2154,1243,0.578,195,241,0.809,415,970,0.428,218,608,0.359,197,362,0.544,25,1.3,145,7.5,170,4.4,154,11.7,44,1.0,27,1.1,130,10.8,24.7,2.9,1.8,4.7,0.105,-1.0,0.5,0.54,116
331,Marcin Gortat\gortama01,C,33,WAS,82,82,2075,690,0.546,110,163,0.675,290,560,0.518,0,0,,290,560,0.518,181,9.9,442,24.0,623,17.0,151,10.6,40,1.0,61,2.6,99,13.5,15.5,2.4,2.4,4.9,0.113,0.3,1.2,0.518,175
332,Treveon Graham\grahatr01,SG,24,CHO,63,2,1050,273,0.5529999999999999,41,59,0.695,96,221,0.434,40,97,0.41200000000000003,56,124,0.452,42,4.3,79,8.3,121,6.2,59,7.8,33,1.5,2,0.2,27,9.9,11.3,1.1,0.7,1.8,0.08,-0.9,0.3,0.525,109
333,Jerami Grant\grantje01,PF,23,OKC,81,1,1647,682,0.607,162,240,0.675,244,456,0.535,32,110,0.29100000000000004,212,346,0.613,86,5.6,233,16.3,319,10.7,57,5.1,31,0.9,77,4.2,54,8.8,16.0,3.5,1.9,5.4,0.156,-0.6,0.6,0.57,155
334,Jerian Grant\grantje02,PG,25,CHI,74,26,1686,619,0.528,140,188,0.745,209,503,0.41600000000000004,61,187,0.326,148,316,0.46799999999999997,31,1.9,141,9.3,172,5.5,342,30.1,63,1.8,8,0.4,89,13.2,17.4,2.3,1.0,3.3,0.094,-2.0,0.0,0.47600000000000003,132
335,Josh Gray\grayjo01,PG,24,PHO,5,0,86,32,0.349,7,11,0.636,11,41,0.268,3,13,0.231,8,28,0.28600000000000003,2,2.4,8,10.1,10,6.2,12,20.8,8,4.5,2,1.9,7,13.2,26.1,-0.3,0.1,-0.2,-0.11800000000000001,-5.5,-0.1,0.305,8
336,Danny Green\greenda02,SG,30,SAS,70,60,1791,600,0.509,50,65,0.769,217,561,0.387,116,320,0.363,101,241,0.419,41,2.5,208,13.0,249,7.7,110,8.9,63,1.8,80,3.7,74,11.2,16.6,0.1,2.9,2.9,0.078,1.2,1.4,0.49,122
337,Draymond Green\greendr01,PF,27,GSW,70,70,2287,773,0.556,134,173,0.775,281,619,0.45399999999999996,77,256,0.301,204,363,0.562,75,3.9,460,21.1,535,13.1,508,29.0,95,2.0,91,3.1,202,22.5,17.2,2.6,3.4,6.1,0.127,3.2,3.0,0.516,185
338,Gerald Green\greenge01,SG,32,HOU,41,2,929,497,0.5660000000000001,51,60,0.85,168,413,0.40700000000000003,110,298,0.369,58,115,0.504,15,1.8,118,14.2,133,8.1,25,4.3,24,1.3,15,1.4,31,6.6,22.4,1.0,1.0,2.1,0.107,-1.9,0.0,0.54,87
339,JaMychal Green\greenja01,PF,27,MEM,55,54,1542,569,0.53,80,111,0.721,223,488,0.457,43,127,0.33899999999999997,180,361,0.499,147,10.8,317,24.4,464,17.4,79,8.3,32,1.0,25,1.5,76,12.4,17.8,1.3,1.3,2.6,0.079,-1.5,0.2,0.501,153
340,Jeff Green\greenje02,PF,31,CLE,78,13,1828,846,0.5870000000000001,203,234,0.868,295,618,0.47700000000000004,53,170,0.312,242,448,0.54,60,3.7,186,11.2,246,7.6,99,8.0,41,1.1,34,1.6,75,9.4,19.3,3.1,0.8,3.9,0.10300000000000001,-1.9,0.1,0.52,149
341,Blake Griffin\griffbl01,PF,28,TOT,58,58,1970,1242,0.544,259,330,0.785,436,996,0.43799999999999994,111,322,0.345,325,674,0.48200000000000004,73,4.1,355,19.8,428,12.0,334,28.1,41,1.0,18,0.8,165,12.6,28.9,3.2,1.8,4.9,0.12,2.8,2.4,0.493,139
342,Blake Griffin\griffbl01,PF,28,TOT,58,33,1970,746,0.544,172,219,0.785,255,578,0.441,64,187,0.342,191,391,0.488,46,4.1,216,19.8,262,12.0,179,28.1,30,1.0,9,0.8,99,12.6,28.9,3.2,1.8,4.9,0.12,2.8,2.4,0.49700000000000005,78
343,Blake Griffin\griffbl01,PF,28,TOT,58,25,1970,496,0.544,87,111,0.784,181,418,0.433,47,135,0.348,134,283,0.473,27,4.1,139,19.8,166,12.0,155,28.1,11,1.0,9,0.8,66,12.6,28.9,3.2,1.8,4.9,0.12,2.8,2.4,0.489,61
344,Blake Griffin\griffbl01,PF,28,LAC,33,58,1139,1242,0.5529999999999999,259,330,0.785,436,996,0.43799999999999994,111,322,0.345,325,674,0.48200000000000004,73,4.5,355,20.5,428,12.6,334,25.6,41,1.3,18,0.7,165,12.8,29.3,2.0,1.0,3.0,0.126,3.1,1.5,0.493,139
345,Blake Griffin\griffbl01,PF,28,LAC,33,33,1139,746,0.5529999999999999,172,219,0.785,255,578,0.441,64,187,0.342,191,391,0.488,46,4.5,216,20.5,262,12.6,179,25.6,30,1.3,9,0.7,99,12.8,29.3,2.0,1.0,3.0,0.126,3.1,1.5,0.49700000000000005,78
346,Blake Griffin\griffbl01,PF,28,LAC,33,25,1139,496,0.5529999999999999,87,111,0.784,181,418,0.433,47,135,0.348,134,283,0.473,27,4.5,139,20.5,166,12.6,155,25.6,11,1.3,9,0.7,66,12.8,29.3,2.0,1.0,3.0,0.126,3.1,1.5,0.489,61
